source,policy,people,deaths,severity_missing,severity_missing_percent,imputations,bootstrap_replicates_per_imputation,mi_amrd_percentage_points,mi_ci_low_percentage_points,mi_ci_high_percentage_points,complete_case_amrd_percentage_points,difference_mi_minus_complete_case_percentage_points,mean_auroc,mean_brier
eICU,any_sensor,7292,1071,802,10.9983543609435,20,2000,0.009754936980082105,-0.33136126082317013,0.35087113478333437,-0.06387554644089531,0.0736304834209774,0.828528990763642,0.09660877549375965
eICU,arterial_only,7292,1071,802,10.9983543609435,20,2000,-0.053523627426112726,-0.554682779788091,0.44763552493586556,-0.22093937826929208,0.16741575084317936,0.8279700424348059,0.09652445815663113
eICU,concordant_only,6741,973,751,11.140780299658806,20,2000,-0.1820259934957128,-1.0475763037090924,0.6835243167176666,-0.37447719807476826,0.19245120457905546,0.8277008708072179,0.09547812932341684
eICU,cuff_only,7292,1071,802,10.9983543609435,20,2000,0.13837095308344835,-0.3675742983410762,0.6443162045079729,0.06625258718669257,0.07211836589675578,0.8268765653397404,0.09685681100602259
